web-scraper-order,web-scraper-start-url,price,bedrooms,bathrooms,area,address,zip-code,colony,city,state,country
1689263544-1,https://propiedades.com/guadalajara/casas-venta?pagina=150,2064000,3,2,200,null,44320,Monumental,Guadalajara,Jalisco,México
1689263544-2,https://propiedades.com/guadalajara/casas-venta?pagina=150,11885000,3,2,400,null,44130,Arcos Vallarta,Guadalajara,Jalisco,México
1689263544-3,https://propiedades.com/guadalajara/casas-venta?pagina=150,1750000,4,3,153,null,44970,José Clemente Orozco,Guadalajara,Jalisco,México
1689263544-4,https://propiedades.com/guadalajara/casas-venta?pagina=150,3239275,3,2,null,null,44399,Altavista de Guadalajara,Guadalajara,Jalisco,México
1689263544-5,https://propiedades.com/guadalajara/casas-venta?pagina=150,4137655,3,2,null,null,44399,Altavista de Guadalajara,Guadalajara,Jalisco,México
1689263544-6,https://propiedades.com/guadalajara/casas-venta?pagina=150,4900000,4,4,null,null,44730,Blanco y Cuellar 1ra.,Guadalajara,Jalisco,México
1689263544-7,https://propiedades.com/guadalajara/casas-venta?pagina=150,5450000,3,2,null,null,44950,Jardines de San José,Guadalajara,Jalisco,México
1689263544-8,https://propiedades.com/guadalajara/casas-venta?pagina=150,856200,2,1,65,null,44725,Plutarco Elias Calles 2,Guadalajara,Jalisco,México
1689263544-9,https://propiedades.com/guadalajara/casas-venta?pagina=150,3943000,3,2,136,null,44700,Guadalajara Oriente,Guadalajara,Jalisco,México
1689263544-10,https://propiedades.com/guadalajara/casas-venta?pagina=150,2300000,2,2,102,null,44700,Guadalajara Oriente,Guadalajara,Jalisco,México
1689263544-11,https://propiedades.com/guadalajara/casas-venta?pagina=150,2990000,2,2,1496,null,44700,Guadalajara Oriente,Guadalajara,Jalisco,México
1689263544-12,https://propiedades.com/guadalajara/casas-venta?pagina=150,13800000,4,4,793,null,44700,Guadalajara Oriente,Guadalajara,Jalisco,México
1689263544-13,https://propiedades.com/guadalajara/casas-venta?pagina=150,1582900,4,2,530,null,44230,Santa Elena de La Cruz,Guadalajara,Jalisco,México
1689263544-14,https://propiedades.com/guadalajara/casas-venta?pagina=150,550000,4,3,215,null,44270,Alcalde Barranquitas,Guadalajara,Jalisco,México
1689263544-15,https://propiedades.com/guadalajara/casas-venta?pagina=150,1455011,3,2,200,null,44300,La Federacha,Guadalajara,Jalisco,México
1689263544-16,https://propiedades.com/guadalajara/casas-venta?pagina=150,3801000,3,3,370,Península,44540,Bosques de La Victoria,Guadalajara,Jalisco,México
1689263544-17,https://propiedades.com/guadalajara/casas-venta?pagina=150,1993480,3,2,142,San Lorenzo,44330,Vicente Guerrero,Guadalajara,Jalisco,México
1689263544-18,https://propiedades.com/guadalajara/casas-venta?pagina=150,16043270,4,null,432,Bernardo de Balbuena,44600,Ladrón de Guevara,Guadalajara,Jalisco,México
1689263544-19,https://propiedades.com/guadalajara/casas-venta?pagina=150,2850000,4,3,352,Rio Zapotlanejo,44870,Atlas,Guadalajara,Jalisco,México
1689263544-20,https://propiedades.com/guadalajara/casas-venta?pagina=150,1960000,4,2,150,Cáceres,44230,Santa Elena de La Cruz,Guadalajara,Jalisco,México
1689263544-21,https://propiedades.com/guadalajara/casas-venta?pagina=150,2600000,4,3,180,hacienda del carmen,44700,Oblatos,Guadalajara,Jalisco,México
1689263544-22,https://propiedades.com/guadalajara/casas-venta?pagina=150,1800000,3,1,90,isla samoa,44950,Jardines de San José,Guadalajara,Jalisco,México
1689263544-23,https://propiedades.com/guadalajara/casas-venta?pagina=150,4500000,4,2,200,Antonio vivaldi #0,44967,Patria,Guadalajara,Jalisco,México
1689263544-24,https://propiedades.com/guadalajara/casas-venta?pagina=150,4200000,3,2,180,Hospital,44100,Guadalajara Centro,Guadalajara,Jalisco,México
1689263553-25,https://propiedades.com/guadalajara/casas-venta?pagina=149,1035500,3,2,null,null,44390,San Miguel de Huentitán El Alto 3a Secc,Guadalajara,Jalisco,México
1689263553-26,https://propiedades.com/guadalajara/casas-venta?pagina=149,874900,3,2,null,null,44760,Miguel Hidalgo,Guadalajara,Jalisco,México
1689263553-27,https://propiedades.com/guadalajara/casas-venta?pagina=149,2603780,3,1,100,null,44960,Lomas de Polanco,Guadalajara,Jalisco,México
1689263553-28,https://propiedades.com/guadalajara/casas-venta?pagina=149,2526440,3,2,null,null,44950,Jardines de La Cruz 2a. Sección,Guadalajara,Jalisco,México
1689263553-29,https://propiedades.com/guadalajara/casas-venta?pagina=149,2460000,3,2,130,null,44950,Jardines de La Cruz 2a. Sección,Guadalajara,Jalisco,México
1689263553-30,https://propiedades.com/guadalajara/casas-venta?pagina=149,1035600,3,2,150,null,44370,El Mirador,Guadalajara,Jalisco,México
1689263553-31,https://propiedades.com/guadalajara/casas-venta?pagina=149,1500000,4,2,140,null,44250,Lomas del Paraíso 2a. Sección,Guadalajara,Jalisco,México
1689263553-32,https://propiedades.com/guadalajara/casas-venta?pagina=149,709800,3,2,null,null,44240,Lomas de Independencia,Guadalajara,Jalisco,México
1689263553-33,https://propiedades.com/guadalajara/casas-venta?pagina=149,1178570,3,2,100,null,44768,Joaquín Aarón,Guadalajara,Jalisco,México
1689263553-34,https://propiedades.com/guadalajara/casas-venta?pagina=149,1463730,3,2,null,null,44768,Joaquín Aarón,Guadalajara,Jalisco,México
1689263553-35,https://propiedades.com/guadalajara/casas-venta?pagina=149,3274000,4,3,null,null,44270,Alcalde Barranquitas,Guadalajara,Jalisco,México
1689263553-36,https://propiedades.com/guadalajara/casas-venta?pagina=149,2629374,3,3,null,null,44270,Alcalde Barranquitas,Guadalajara,Jalisco,México
1689263553-37,https://propiedades.com/guadalajara/casas-venta?pagina=149,3208000,4,3,215,null,44270,Alcalde Barranquitas,Guadalajara,Jalisco,México
1689263553-38,https://propiedades.com/guadalajara/casas-venta?pagina=149,2427000,3,3,170,null,44270,Alcalde Barranquitas,Guadalajara,Jalisco,México
1689263553-39,https://propiedades.com/guadalajara/casas-venta?pagina=149,3681453,4,3,null,null,44270,Alcalde Barranquitas,Guadalajara,Jalisco,México
1689263553-40,https://propiedades.com/guadalajara/casas-venta?pagina=149,2471000,3,3,null,null,44270,Alcalde Barranquitas,Guadalajara,Jalisco,México
1689263553-41,https://propiedades.com/guadalajara/casas-venta?pagina=149,850200,3,2,null,null,44700,Santa Rosa,Guadalajara,Jalisco,México
1689263553-42,https://propiedades.com/guadalajara/casas-venta?pagina=149,950000,3,2,113,null,44987,Jardines El Sauz,Guadalajara,Jalisco,México
1689263553-43,https://propiedades.com/guadalajara/casas-venta?pagina=149,776000,3,2,null,null,44987,Jardines El Sauz,Guadalajara,Jalisco,México
1689263553-44,https://propiedades.com/guadalajara/casas-venta?pagina=149,1172462,2,1,null,null,44350,Lomas Independencia,Guadalajara,Jalisco,México
1689263553-45,https://propiedades.com/guadalajara/casas-venta?pagina=149,1568581,3,2,null,null,44990,Terralta,Guadalajara,Jalisco,México
1689263553-46,https://propiedades.com/guadalajara/casas-venta?pagina=149,1185683,2,1,null,null,44240,Residencial San Elias,Guadalajara,Jalisco,México
1689263553-47,https://propiedades.com/guadalajara/casas-venta?pagina=149,1822000,3,2,180,null,44340,Independencia Oriente,Guadalajara,Jalisco,México
1689263553-48,https://propiedades.com/guadalajara/casas-venta?pagina=149,1711600,3,2,320,null,44700,Santa Cecilia 2a. Sección,Guadalajara,Jalisco,México
1689263561-49,https://propiedades.com/guadalajara/casas-venta?pagina=148,1942200,3,2,170,null,44860,Jardines del Nilo Sur,Guadalajara,Jalisco,México
1689263561-50,https://propiedades.com/guadalajara/casas-venta?pagina=148,983928,2,1,null,null,44220,Guadalupana Sur,Guadalajara,Jalisco,México
1689263561-51,https://propiedades.com/guadalajara/casas-venta?pagina=148,1518400,3,2,130,null,44250,Lomas del Paraíso 2a. Sección,Guadalajara,Jalisco,México
1689263561-52,https://propiedades.com/guadalajara/casas-venta?pagina=148,1050400,2,1,83,null,44600,Villaseñor,Guadalajara,Jalisco,México
1689263561-53,https://propiedades.com/guadalajara/casas-venta?pagina=148,2189000,4,3,314,null,44350,Postes Cuates (Federalismo),Guadalajara,Jalisco,México
1689263561-54,https://propiedades.com/guadalajara/casas-venta?pagina=148,1922200,3,2,140,null,44860,Jardines del Nilo Sur,Guadalajara,Jalisco,México
1689263561-55,https://propiedades.com/guadalajara/casas-venta?pagina=148,3345500,3,1,null,null,44350,Postes Cuates (Federalismo),Guadalajara,Jalisco,México
1689263561-56,https://propiedades.com/guadalajara/casas-venta?pagina=148,1022742,3,1,67,null,44220,Guadalupana Sur,Guadalajara,Jalisco,México
1689263561-57,https://propiedades.com/guadalajara/casas-venta?pagina=148,2244000,4,4,null,null,44720,Lomas de San Eugenio,Guadalajara,Jalisco,México
1689263561-58,https://propiedades.com/guadalajara/casas-venta?pagina=148,112000,4,4,150,null,44300,La Federacha,Guadalajara,Jalisco,México
1689263561-59,https://propiedades.com/guadalajara/casas-venta?pagina=148,2399500,4,4,150,null,44300,La Federacha,Guadalajara,Jalisco,México
1689263561-60,https://propiedades.com/guadalajara/casas-venta?pagina=148,2199850,2,2,90,null,44660,Colomos Providencia,Guadalajara,Jalisco,México
1689263561-61,https://propiedades.com/guadalajara/casas-venta?pagina=148,913400,2,1,null,null,44250,Huentitán El Bajo,Guadalajara,Jalisco,México
1689263561-62,https://propiedades.com/guadalajara/casas-venta?pagina=148,2064000,3,3,230,null,44700,Guadalajara Oriente,Guadalajara,Jalisco,México
1689263561-63,https://propiedades.com/guadalajara/casas-venta?pagina=148,1101500,4,2,null,null,44330,Vicente Guerrero,Guadalajara,Jalisco,México
1689263561-64,https://propiedades.com/guadalajara/casas-venta?pagina=148,648208,3,1,120,null,44720,Lomas de Oblatos 1a Secc,Guadalajara,Jalisco,México
1689263561-65,https://propiedades.com/guadalajara/casas-venta?pagina=148,958500,2,1,85,null,44220,Guadalupana Sur,Guadalajara,Jalisco,México
1689263561-66,https://propiedades.com/guadalajara/casas-venta?pagina=148,758700,2,1,70,null,44870,Atlas,Guadalajara,Jalisco,México
1689263561-67,https://propiedades.com/guadalajara/casas-venta?pagina=148,1942200,3,2,120,null,44860,Jardines del Nilo Sur,Guadalajara,Jalisco,México
1689263561-68,https://propiedades.com/guadalajara/casas-venta?pagina=148,1066640,3,2,110,null,44390,San Miguel de Huentitán El Alto 3a Secc,Guadalajara,Jalisco,México
1689263561-69,https://propiedades.com/guadalajara/casas-venta?pagina=148,2611120,3,2,210,null,44950,Jardines de La Cruz 2a. Sección,Guadalajara,Jalisco,México
1689263561-70,https://propiedades.com/guadalajara/casas-venta?pagina=148,2699000,3,2,210,null,44950,Jardines de La Cruz 2a. Sección,Guadalajara,Jalisco,México
1689263561-71,https://propiedades.com/guadalajara/casas-venta?pagina=148,3825000,3,2,200,null,44700,Guadalajara Oriente,Guadalajara,Jalisco,México
1689263561-72,https://propiedades.com/guadalajara/casas-venta?pagina=148,1019000,3,2,110,null,44390,San Miguel de Huentitán El Alto 3a Secc,Guadalajara,Jalisco,México
1689263570-73,https://propiedades.com/guadalajara/casas-venta?pagina=147,1552500,3,2,150,null,44950,Jardines de San José,Guadalajara,Jalisco,México
1689263570-74,https://propiedades.com/guadalajara/casas-venta?pagina=147,1555000,3,2,550,null,44950,Jardines de San José,Guadalajara,Jalisco,México
1689263570-75,https://propiedades.com/guadalajara/casas-venta?pagina=147,2760260,3,3,null,null,44840,Prados Del Nilo,Guadalajara,Jalisco,México
1689263570-76,https://propiedades.com/guadalajara/casas-venta?pagina=147,718900,2,1,110,null,44724,San Eugenio,Guadalajara,Jalisco,México
1689263570-77,https://propiedades.com/guadalajara/casas-venta?pagina=147,1785000,3,1,230,null,44950,Jardines de La Cruz 2a. Sección,Guadalajara,Jalisco,México
1689263570-78,https://propiedades.com/guadalajara/casas-venta?pagina=147,1398300,3,2,130,null,44467,Rincón de Agua Azul,Guadalajara,Jalisco,México
1689263570-79,https://propiedades.com/guadalajara/casas-venta?pagina=147,960755,2,1,110,null,44220,Guadalupana Sur,Guadalajara,Jalisco,México
1689263570-80,https://propiedades.com/guadalajara/casas-venta?pagina=147,1264900,3,2,100,null,44398,Colinas de Huentitán,Guadalajara,Jalisco,México
1689263570-81,https://propiedades.com/guadalajara/casas-venta?pagina=147,816171,2,1,90,null,44990,Miravalle,Guadalajara,Jalisco,México
1689263570-82,https://propiedades.com/guadalajara/casas-venta?pagina=147,1921543,2,2,125,null,44950,Jardines de La Cruz 2a. Sección,Guadalajara,Jalisco,México
1689263570-83,https://propiedades.com/guadalajara/casas-venta?pagina=147,1050400,2,1,161,null,44600,Villaseñor,Guadalajara,Jalisco,México
1689263570-84,https://propiedades.com/guadalajara/casas-venta?pagina=147,1839960,4,2,null,null,44870,Atlas,Guadalajara,Jalisco,México
1689263570-85,https://propiedades.com/guadalajara/casas-venta?pagina=147,1013323,2,1,110,null,44700,Guadalajara Oriente,Guadalajara,Jalisco,México
1689263570-86,https://propiedades.com/guadalajara/casas-venta?pagina=147,966373,2,2,null,null,44520,Jardines del Bosque Centro,Guadalajara,Jalisco,México
1689263570-87,https://propiedades.com/guadalajara/casas-venta?pagina=147,1610400,3,2,100,null,44950,Jardines de San José,Guadalajara,Jalisco,México
1689263570-88,https://propiedades.com/guadalajara/casas-venta?pagina=147,390000,3,2,120,null,44100,Guadalajara Centro,Guadalajara,Jalisco,México
1689263570-89,https://propiedades.com/guadalajara/casas-venta?pagina=147,1884240,3,2,135,null,44950,Jardines de La Cruz 2a. Sección,Guadalajara,Jalisco,México
1689263570-90,https://propiedades.com/guadalajara/casas-venta?pagina=147,1959900,4,3,250,null,44650,Rojas Ladrón de Guevara,Guadalajara,Jalisco,México
1689263570-91,https://propiedades.com/guadalajara/casas-venta?pagina=147,12500000,3,3,480,null,44670,Prados de Providencia,Guadalajara,Jalisco,México
1689263570-92,https://propiedades.com/guadalajara/casas-venta?pagina=147,1922200,3,2,125,null,44860,Jardines del Nilo Sur,Guadalajara,Jalisco,México
1689263570-93,https://propiedades.com/guadalajara/casas-venta?pagina=147,2189000,3,2,294,null,44350,Postes Cuates (Federalismo),Guadalajara,Jalisco,México
1689263570-94,https://propiedades.com/guadalajara/casas-venta?pagina=147,1410520,3,2,null,null,44820,Parques Del Nilo,Guadalajara,Jalisco,México
1689263570-95,https://propiedades.com/guadalajara/casas-venta?pagina=147,1744000,3,2,400,null,44820,Insurgentes La Presa,Guadalajara,Jalisco,México
1689263570-96,https://propiedades.com/guadalajara/casas-venta?pagina=147,857000,2,1,85,null,44725,Plutarco Elias Calles 2,Guadalajara,Jalisco,México
1689263579-97,https://propiedades.com/guadalajara/casas-venta?pagina=146,1484000,3,2,130,null,44250,Lomas del Paraíso 2a. Sección,Guadalajara,Jalisco,México
1689263579-98,https://propiedades.com/guadalajara/casas-venta?pagina=146,74200,3,2,130,null,44250,Lomas del Paraíso 2a. Sección,Guadalajara,Jalisco,México
1689263579-99,https://propiedades.com/guadalajara/casas-venta?pagina=146,2750000,3,3,100,null,44700,Guadalajara Oriente,Guadalajara,Jalisco,México
1689263579-100,https://propiedades.com/guadalajara/casas-venta?pagina=146,4280000,4,2,202,null,44700,Guadalajara Oriente,Guadalajara,Jalisco,México
1689263579-101,https://propiedades.com/guadalajara/casas-venta?pagina=146,1427500,3,2,90,null,44820,Parques Del Nilo,Guadalajara,Jalisco,México
1689263579-102,https://propiedades.com/guadalajara/casas-venta?pagina=146,9900000,3,3,450,null,44690,Rinconada Santa Rita,Guadalajara,Jalisco,México
1689263579-103,https://propiedades.com/guadalajara/casas-venta?pagina=146,4690000,2,2,96,null,44660,Colomos Providencia,Guadalajara,Jalisco,México
1689263579-104,https://propiedades.com/guadalajara/casas-venta?pagina=146,3561016,4,2,190,null,44500,Chapalita,Guadalajara,Jalisco,México
1689263579-105,https://propiedades.com/guadalajara/casas-venta?pagina=146,1345960,4,3,230,null,44200,Capilla de Jesús,Guadalajara,Jalisco,México
1689263579-106,https://propiedades.com/guadalajara/casas-venta?pagina=146,1645565,3,2,null,null,44716,Circunvalación Oblatos,Guadalajara,Jalisco,México
1689263579-107,https://propiedades.com/guadalajara/casas-venta?pagina=146,1013324,2,1,null,null,44740,Jardines de Guadalupe,Guadalajara,Jalisco,México
1689263579-108,https://propiedades.com/guadalajara/casas-venta?pagina=146,550000,4,3,null,null,44270,Alcalde Barranquitas,Guadalajara,Jalisco,México
1689263579-109,https://propiedades.com/guadalajara/casas-venta?pagina=146,1106072,3,2,null,null,44390,San Miguel de Huentitán El Alto 3a Secc,Guadalajara,Jalisco,México
1689263579-110,https://propiedades.com/guadalajara/casas-venta?pagina=146,7200000,4,2,300,null,44210,Jardines del Country,Guadalajara,Jalisco,México
1689263579-111,https://propiedades.com/guadalajara/casas-venta?pagina=146,2250000,4,2,250,null,44110,Vallarta Poniente,Guadalajara,Jalisco,México
1689263579-112,https://propiedades.com/guadalajara/casas-venta?pagina=146,3800000,10,5,500,null,44900,Del Fresno 2a. sección,Guadalajara,Jalisco,México
1689263579-113,https://propiedades.com/guadalajara/casas-venta?pagina=146,475000,2,1,57,null,44110,Vallarta Poniente,Guadalajara,Jalisco,México
1689263579-114,https://propiedades.com/guadalajara/casas-venta?pagina=146,10490000,4,3,400,null,44540,Bosques Del Valle,Guadalajara,Jalisco,México
1689263579-115,https://propiedades.com/guadalajara/casas-venta?pagina=146,1345960,3,2,null,null,44200,Capilla de Jesús,Guadalajara,Jalisco,México
1689263579-116,https://propiedades.com/guadalajara/casas-venta?pagina=146,1371000,4,3,280,null,44330,Vicente Guerrero,Guadalajara,Jalisco,México
1689263579-117,https://propiedades.com/guadalajara/casas-venta?pagina=146,1463730,3,2,100,null,44768,Joaquín Aarón,Guadalajara,Jalisco,México
1689263579-118,https://propiedades.com/guadalajara/casas-venta?pagina=146,1100000,2,1,80,null,44700,Santa Rosa,Guadalajara,Jalisco,México
1689263579-119,https://propiedades.com/guadalajara/casas-venta?pagina=146,830200,3,2,140,null,44700,Santa Rosa,Guadalajara,Jalisco,México
1689263579-120,https://propiedades.com/guadalajara/casas-venta?pagina=146,2095000,3,2,240,null,44540,Bosques Del Valle,Guadalajara,Jalisco,México
1689263588-121,https://propiedades.com/guadalajara/casas-venta?pagina=145,1552500,3,2,200,null,44950,Jardines de San José,Guadalajara,Jalisco,México
1689263588-122,https://propiedades.com/guadalajara/casas-venta?pagina=145,5275000,4,3,350,null,44639,Providencia 4a Secc,Guadalajara,Jalisco,México
1689263588-123,https://propiedades.com/guadalajara/casas-venta?pagina=145,2259000,4,2,320,null,44320,Monumental,Guadalajara,Jalisco,México
1689263588-124,https://propiedades.com/guadalajara/casas-venta?pagina=145,79900,3,2,130,null,44250,Lomas del Paraíso 2a. Sección,Guadalajara,Jalisco,México
1689263588-125,https://propiedades.com/guadalajara/casas-venta?pagina=145,1456000,3,2,130,null,44250,Lomas del Paraíso 2a. Sección,Guadalajara,Jalisco,México
1689263588-126,https://propiedades.com/guadalajara/casas-venta?pagina=145,886600,2,1,85,null,44725,Plutarco Elias Calles 2,Guadalajara,Jalisco,México
1689263588-127,https://propiedades.com/guadalajara/casas-venta?pagina=145,46100,2,1,85,null,44725,Plutarco Elias Calles 2,Guadalajara,Jalisco,México
1689263588-128,https://propiedades.com/guadalajara/casas-venta?pagina=145,1236000,3,1,400,null,44820,Insurgentes La Presa,Guadalajara,Jalisco,México
1689263588-129,https://propiedades.com/guadalajara/casas-venta?pagina=145,91800,3,1,400,null,44820,Insurgentes La Presa,Guadalajara,Jalisco,México
1689263588-130,https://propiedades.com/guadalajara/casas-venta?pagina=145,1593800,4,2,null,null,44230,Santa Elena de La Cruz,Guadalajara,Jalisco,México
1689263588-131,https://propiedades.com/guadalajara/casas-venta?pagina=145,1857939,4,3,null,null,44870,Atlas,Guadalajara,Jalisco,México
1689263588-132,https://propiedades.com/guadalajara/casas-venta?pagina=145,1839961,3,2,null,null,44870,Atlas,Guadalajara,Jalisco,México
1689263588-133,https://propiedades.com/guadalajara/casas-venta?pagina=145,1839960,4,2,null,null,44870,Atlas,Guadalajara,Jalisco,México
1689263588-134,https://propiedades.com/guadalajara/casas-venta?pagina=145,869703,2,1,null,null,44250,Huentitán El Bajo,Guadalajara,Jalisco,México
1689263588-135,https://propiedades.com/guadalajara/casas-venta?pagina=145,876201,2,1,65,null,44725,Plutarco Elias Calles 2,Guadalajara,Jalisco,México
1689263588-136,https://propiedades.com/guadalajara/casas-venta?pagina=145,4307300,4,4,200,null,44840,Lomas Del Paradero,Guadalajara,Jalisco,México
1689263588-137,https://propiedades.com/guadalajara/casas-venta?pagina=145,66100,2,2,115,null,44467,Rincón de Agua Azul,Guadalajara,Jalisco,México
1689263588-138,https://propiedades.com/guadalajara/casas-venta?pagina=145,1322000,2,2,115,null,44467,Rincón de Agua Azul,Guadalajara,Jalisco,México
1689263588-139,https://propiedades.com/guadalajara/casas-venta?pagina=145,1594000,2,2,90,null,44230,Santa Elena de La Cruz,Guadalajara,Jalisco,México
1689263588-140,https://propiedades.com/guadalajara/casas-venta?pagina=145,79700,2,2,90,null,44230,Santa Elena de La Cruz,Guadalajara,Jalisco,México
1689263588-141,https://propiedades.com/guadalajara/casas-venta?pagina=145,2190000,3,2,150,null,44320,Monumental,Guadalajara,Jalisco,México
1689263588-142,https://propiedades.com/guadalajara/casas-venta?pagina=145,109500,3,2,150,null,44320,Monumental,Guadalajara,Jalisco,México
1689263588-143,https://propiedades.com/guadalajara/casas-venta?pagina=145,1800000,3,2,130,null,44870,Atlas,Guadalajara,Jalisco,México
1689263588-144,https://propiedades.com/guadalajara/casas-venta?pagina=145,90000,3,2,130,null,44870,Atlas,Guadalajara,Jalisco,México
1689263597-145,https://propiedades.com/guadalajara/casas-venta?pagina=144,870000,2,1,100,null,44250,Huentitán El Bajo,Guadalajara,Jalisco,México
1689263597-146,https://propiedades.com/guadalajara/casas-venta?pagina=144,1198000,2,2,126,null,44398,Colinas de Huentitán,Guadalajara,Jalisco,México
1689263597-147,https://propiedades.com/guadalajara/casas-venta?pagina=144,1173000,2,1,180,null,44350,Lomas Independencia,Guadalajara,Jalisco,México
1689263597-148,https://propiedades.com/guadalajara/casas-venta?pagina=144,1200000,2,2,null,null,44820,Insurgentes La Presa,Guadalajara,Jalisco,México
1689263597-149,https://propiedades.com/guadalajara/casas-venta?pagina=144,1010953,2,1,95,null,44220,Guadalupana Sur,Guadalajara,Jalisco,México
1689263597-150,https://propiedades.com/guadalajara/casas-venta?pagina=144,2657000,3,2,190,null,44950,Jardines de La Cruz 2a. Sección,Guadalajara,Jalisco,México
1689263597-151,https://propiedades.com/guadalajara/casas-venta?pagina=144,1165000,3,2,200,null,44700,Guadalajara Oriente,Guadalajara,Jalisco,México
1689263597-152,https://propiedades.com/guadalajara/casas-venta?pagina=144,8000000,6,8,878,null,44987,El Sauz INFONAVIT,Guadalajara,Jalisco,México
1689263597-153,https://propiedades.com/guadalajara/casas-venta?pagina=144,2890000,8,1,302,null,44730,Rinconada San Andres Poniente,Guadalajara,Jalisco,México
1689263597-154,https://propiedades.com/guadalajara/casas-venta?pagina=144,6750000,4,3,274,null,44210,Jardines del Country,Guadalajara,Jalisco,México
1689263597-155,https://propiedades.com/guadalajara/casas-venta?pagina=144,2144472,3,3,null,null,44700,Guadalajara Oriente,Guadalajara,Jalisco,México
1689263597-156,https://propiedades.com/guadalajara/casas-venta?pagina=144,1167492,4,2,142,null,44330,Vicente Guerrero,Guadalajara,Jalisco,México
1689263597-157,https://propiedades.com/guadalajara/casas-venta?pagina=144,1664536,3,2,227,null,44716,Circunvalación Oblatos,Guadalajara,Jalisco,México
1689263597-158,https://propiedades.com/guadalajara/casas-venta?pagina=144,1097299,3,2,null,null,44390,San Miguel de Huentitán El Alto 3a Secc,Guadalajara,Jalisco,México
1689263597-159,https://propiedades.com/guadalajara/casas-venta?pagina=144,1319856,3,2,null,null,44768,Joaquín Aarón,Guadalajara,Jalisco,México
1689263597-160,https://propiedades.com/guadalajara/casas-venta?pagina=144,1066770,2,1,null,null,44240,Residencial San Elias,Guadalajara,Jalisco,México
1689263597-161,https://propiedades.com/guadalajara/casas-venta?pagina=144,3643105,4,3,null,null,44270,Alcalde Barranquitas,Guadalajara,Jalisco,México
1689263597-162,https://propiedades.com/guadalajara/casas-venta?pagina=144,2665377,3,2,null,null,44950,Jardines de La Cruz 2a. Sección,Guadalajara,Jalisco,México
1689263597-163,https://propiedades.com/guadalajara/casas-venta?pagina=144,1628422,2,1,null,null,44350,Lomas Independencia,Guadalajara,Jalisco,México
1689263597-164,https://propiedades.com/guadalajara/casas-venta?pagina=144,1253163,3,1,null,null,44430,Olímpica,Guadalajara,Jalisco,México
1689263597-165,https://propiedades.com/guadalajara/casas-venta?pagina=144,1400000,3,1,100,null,44440,Ferrocarril,Guadalajara,Jalisco,México
1689263597-166,https://propiedades.com/guadalajara/casas-venta?pagina=144,1885000,3,2,180,null,44240,Residencial San Elias,Guadalajara,Jalisco,México
1689263597-167,https://propiedades.com/guadalajara/casas-venta?pagina=144,1835000,4,3,180,null,44420,Obrera,Guadalajara,Jalisco,México
1689263597-168,https://propiedades.com/guadalajara/casas-venta?pagina=144,3645000,3,2,180,null,44540,Bosques de La Victoria,Guadalajara,Jalisco,México
1689263605-169,https://propiedades.com/guadalajara/casas-venta?pagina=143,1680000,2,1,60,Los Andes,44340,Independencia Oriente,Guadalajara,Jalisco,México
1689263605-170,https://propiedades.com/guadalajara/casas-venta?pagina=143,901923,2,2,80,Francisco Sarabia,44750,Libertad,Guadalajara,Jalisco,México
1689263605-171,https://propiedades.com/guadalajara/casas-venta?pagina=143,3111600,3,2,249,MANUEL MENA(CALLE CATORCE),44960,Lomas de Polanco,Guadalajara,Jalisco,México
1689263605-172,https://propiedades.com/guadalajara/casas-venta?pagina=143,2100000,3,2,100,MONTE LAS ANIMAS,44280,El Retiro,Guadalajara,Jalisco,México
1689263605-173,https://propiedades.com/guadalajara/casas-venta?pagina=143,2000000,10,10,1000,Calzada de las Palmas #99,44790,La Aurora,Guadalajara,Jalisco,México
1689263605-174,https://propiedades.com/guadalajara/casas-venta?pagina=143,1500000,6,2,120,Milano #1137,44910,Morelos,Guadalajara,Jalisco,México
1689263605-175,https://propiedades.com/guadalajara/casas-venta?pagina=143,1500000,3,1,126,Capernaum #3900,44720,Bethel,Guadalajara,Jalisco,México
1689263605-176,https://propiedades.com/guadalajara/casas-venta?pagina=143,3500000,3,3,410,San Pablo #2167,44719,Talpita Poniente,Guadalajara,Jalisco,México
1689263605-177,https://propiedades.com/guadalajara/casas-venta?pagina=143,2000000,10,10,1000,Calzada de las Palmas #99,44790,La Aurora,Guadalajara,Jalisco,México
1689263605-178,https://propiedades.com/guadalajara/casas-venta?pagina=143,100000,4,3,140,ISLA USTICA 3199 #10,44987,Villa Vicente Guerrero,Guadalajara,Jalisco,México
1689263605-179,https://propiedades.com/guadalajara/casas-venta?pagina=143,3060000,4,2,228,Puerto del Carmen #2210,44330,San Vicente,Guadalajara,Jalisco,México
1689263605-180,https://propiedades.com/guadalajara/casas-venta?pagina=143,2000000,10,10,1000,Calzada de las Palmas #99,44790,La Aurora,Guadalajara,Jalisco,México
1689263605-181,https://propiedades.com/guadalajara/casas-venta?pagina=143,3060000,4,2,228,Puerto del Carmen #2210,44330,San Vicente,Guadalajara,Jalisco,México
1689263605-182,https://propiedades.com/guadalajara/casas-venta?pagina=143,7200000,3,3,255,Lerdo de Tejada #2430,44130,Arcos Vallarta,Guadalajara,Jalisco,México
1689263605-183,https://propiedades.com/guadalajara/casas-venta?pagina=143,2600000,4,1,284,HACIENDA SANTA INES #2971,44727,Tetlán Rio Verde,Guadalajara,Jalisco,México
1689263605-184,https://propiedades.com/guadalajara/casas-venta?pagina=143,7350000,8,4,489,null,44520,Jardines del Bosque Centro,Guadalajara,Jalisco,México
