web-scraper-order,web-scraper-start-url,price,bedrooms,bathrooms,area,address,zip-code,colony,city,state,country
1689264649-3275,https://propiedades.com/guadalajara/casas-venta?pagina=14,1851990,null,null,null,Maria Mares,44820,Parques Del Nilo,Guadalajara,Jalisco,México
1689264649-3276,https://propiedades.com/guadalajara/casas-venta?pagina=14,2030370,null,null,null,Francisco Sarabia,44810,San Rafael,Guadalajara,Jalisco,México
1689264649-3277,https://propiedades.com/guadalajara/casas-venta?pagina=14,2030370,null,null,null,Francisco Sarabia,44810,San Rafael,Guadalajara,Jalisco,México
1689264649-3278,https://propiedades.com/guadalajara/casas-venta?pagina=14,3261990,null,null,null,Pablo Neruda,44630,Providencia 2a Secc,Guadalajara,Jalisco,México
1689264649-3279,https://propiedades.com/guadalajara/casas-venta?pagina=14,3261990,null,null,null,Pablo Neruda,44630,Providencia 2a Secc,Guadalajara,Jalisco,México
1689264649-3280,https://propiedades.com/guadalajara/casas-venta?pagina=14,1469470,null,null,null,Leonor Pintado,44100,Guadalajara Centro,Guadalajara,Jalisco,México
1689264649-3281,https://propiedades.com/guadalajara/casas-venta?pagina=14,1469470,null,null,null,Leonor Pintado,44100,Guadalajara Centro,Guadalajara,Jalisco,México
1689264649-3282,https://propiedades.com/guadalajara/casas-venta?pagina=14,2419130,null,null,null,Liceo,44270,Alcalde Barranquitas,Guadalajara,Jalisco,México
1689264649-3283,https://propiedades.com/guadalajara/casas-venta?pagina=14,2419130,null,null,null,Liceo,44270,Alcalde Barranquitas,Guadalajara,Jalisco,México
1689264649-3284,https://propiedades.com/guadalajara/casas-venta?pagina=14,1983810,null,null,null,Sebastian Conejo,44250,Balcones de Huentitán,Guadalajara,Jalisco,México
1689264649-3285,https://propiedades.com/guadalajara/casas-venta?pagina=14,1983810,null,null,null,Sebastian Conejo,44250,Balcones de Huentitán,Guadalajara,Jalisco,México
1689264649-3286,https://propiedades.com/guadalajara/casas-venta?pagina=14,2225960,null,null,null,Pino,44900,Del Fresno 1a. Sección,Guadalajara,Jalisco,México
1689264649-3287,https://propiedades.com/guadalajara/casas-venta?pagina=14,2225960,null,null,null,Pino,44900,Del Fresno 1a. Sección,Guadalajara,Jalisco,México
1689264649-3288,https://propiedades.com/guadalajara/casas-venta?pagina=14,2541600,null,null,null,Gabriela Mistral,44100,Guadalajara Centro,Guadalajara,Jalisco,México
1689264656-3289,https://propiedades.com/guadalajara/casas-venta?pagina=13,9194840,null,null,null,Victoria,44630,Circunvalación Américas,Guadalajara,Jalisco,México
1689264656-3290,https://propiedades.com/guadalajara/casas-venta?pagina=13,12188840,null,null,null,Herrera Y Cairo,44680,Circunvalación Guevara,Guadalajara,Jalisco,México
1689264656-3291,https://propiedades.com/guadalajara/casas-venta?pagina=13,12188840,null,null,null,Herrera Y Cairo,44680,Circunvalación Guevara,Guadalajara,Jalisco,México
1689264656-3292,https://propiedades.com/guadalajara/casas-venta?pagina=13,1969510,null,null,null,San Lorenzo,44330,Vicente Guerrero,Guadalajara,Jalisco,México
1689264656-3293,https://propiedades.com/guadalajara/casas-venta?pagina=13,1969510,null,null,null,San Lorenzo,44330,Vicente Guerrero,Guadalajara,Jalisco,México
1689264656-3294,https://propiedades.com/guadalajara/casas-venta?pagina=13,4048460,null,null,null,Avenida Alcalde,44280,El Retiro,Guadalajara,Jalisco,México
1689264656-3295,https://propiedades.com/guadalajara/casas-venta?pagina=13,4048460,null,null,null,Avenida Alcalde,44280,El Retiro,Guadalajara,Jalisco,México
1689264656-3296,https://propiedades.com/guadalajara/casas-venta?pagina=13,2269880,null,null,null,Hacienda De La Punta,44716,Circunvalación Oblatos,Guadalajara,Jalisco,México
1689264656-3297,https://propiedades.com/guadalajara/casas-venta?pagina=13,2269880,null,null,null,Hacienda De La Punta,44716,Circunvalación Oblatos,Guadalajara,Jalisco,México
1689264656-3298,https://propiedades.com/guadalajara/casas-venta?pagina=13,5591880,null,null,null,Liceo 864,44270,Alcalde Barranquitas,Guadalajara,Jalisco,México
1689264656-3299,https://propiedades.com/guadalajara/casas-venta?pagina=13,5591880,null,null,null,Liceo 864,44270,Alcalde Barranquitas,Guadalajara,Jalisco,México
1689264656-3300,https://propiedades.com/guadalajara/casas-venta?pagina=13,4336570,null,null,null,Ana Maria Sanchez,44820,2001,Guadalajara,Jalisco,México
1689264656-3301,https://propiedades.com/guadalajara/casas-venta?pagina=13,4336570,null,null,null,Ana Maria Sanchez,44820,2001,Guadalajara,Jalisco,México
1689264656-3302,https://propiedades.com/guadalajara/casas-venta?pagina=13,1755660,null,null,null,Pedro Gonzalez,44330,Vicente Guerrero,Guadalajara,Jalisco,México
1689264656-3303,https://propiedades.com/guadalajara/casas-venta?pagina=13,1755660,null,null,null,Pedro Gonzalez,44330,Vicente Guerrero,Guadalajara,Jalisco,México
1689264656-3304,https://propiedades.com/guadalajara/casas-venta?pagina=13,4113550,null,null,null,Rosario Castellanos,44950,Jardines de La Cruz 2a. Sección,Guadalajara,Jalisco,México
1689264656-3305,https://propiedades.com/guadalajara/casas-venta?pagina=13,4113550,null,null,null,Rosario Castellanos,44950,Jardines de La Cruz 2a. Sección,Guadalajara,Jalisco,México
1689264656-3306,https://propiedades.com/guadalajara/casas-venta?pagina=13,1498720,null,null,null,Jesus,44200,Sagrada Familia,Guadalajara,Jalisco,México
1689264656-3307,https://propiedades.com/guadalajara/casas-venta?pagina=13,1498720,null,null,null,Jesus,44200,Sagrada Familia,Guadalajara,Jalisco,México
1689264656-3308,https://propiedades.com/guadalajara/casas-venta?pagina=13,1620180,null,null,null,Calle 15,44450,Analco,Guadalajara,Jalisco,México
1689264656-3309,https://propiedades.com/guadalajara/casas-venta?pagina=13,1620180,null,null,null,Calle 15,44450,Analco,Guadalajara,Jalisco,México
1689264656-3310,https://propiedades.com/guadalajara/casas-venta?pagina=13,1126880,null,null,null,Juan Garabito,44110,Vallarta Poniente,Guadalajara,Jalisco,México
1689264656-3311,https://propiedades.com/guadalajara/casas-venta?pagina=13,1126880,null,null,null,Juan Garabito,44110,Vallarta Poniente,Guadalajara,Jalisco,México
1689264656-3312,https://propiedades.com/guadalajara/casas-venta?pagina=13,3490560,null,null,null,Bogota,44630,Providencia 2a Secc,Guadalajara,Jalisco,México
1689264662-3313,https://propiedades.com/guadalajara/casas-venta?pagina=12,3318298,null,null,null,Salvador Lopez Chavez,44990,Miravalle,Guadalajara,Jalisco,México
1689264662-3314,https://propiedades.com/guadalajara/casas-venta?pagina=12,1734866,null,null,null,Montes Urales 3078 5 Jardines De Sta Isabel,44300,Batallón de San Patricio,Guadalajara,Jalisco,México
1689264662-3315,https://propiedades.com/guadalajara/casas-venta?pagina=12,1734866,null,null,null,Montes Urales 3078 5 Jardines De Sta Isabel,44300,Batallón de San Patricio,Guadalajara,Jalisco,México
1689264662-3316,https://propiedades.com/guadalajara/casas-venta?pagina=12,7287749,null,null,null,Jose Maria Heredia,44600,Ladrón de Guevara,Guadalajara,Jalisco,México
1689264662-3317,https://propiedades.com/guadalajara/casas-venta?pagina=12,7287749,null,null,null,Jose Maria Heredia,44600,Ladrón de Guevara,Guadalajara,Jalisco,México
1689264662-3318,https://propiedades.com/guadalajara/casas-venta?pagina=12,1068750,null,null,null,"Maria Mares 820, M-3, L-4",44820,Parques Del Nilo,Guadalajara,Jalisco,México
1689264662-3319,https://propiedades.com/guadalajara/casas-venta?pagina=12,1068750,null,null,null,"Maria Mares 820, M-3, L-4",44820,Parques Del Nilo,Guadalajara,Jalisco,México
1689264662-3320,https://propiedades.com/guadalajara/casas-venta?pagina=12,981000,null,null,null,Jose Pantoja Gomez 4118,44720,Villas de Guadalupe,Guadalajara,Jalisco,México
1689264662-3321,https://propiedades.com/guadalajara/casas-venta?pagina=12,981000,null,null,null,Jose Pantoja Gomez 4118,44720,Villas de Guadalupe,Guadalajara,Jalisco,México
1689264662-3322,https://propiedades.com/guadalajara/casas-venta?pagina=12,5937350,null,null,null,Herreraycairo,44600,Ladrón de Guevara,Guadalajara,Jalisco,México
1689264662-3323,https://propiedades.com/guadalajara/casas-venta?pagina=12,5937350,null,null,null,Herreraycairo,44600,Ladrón de Guevara,Guadalajara,Jalisco,México
1689264662-3324,https://propiedades.com/guadalajara/casas-venta?pagina=12,3337420,null,null,null,Puerto De Todos Los Santos,44320,Monumental,Guadalajara,Jalisco,México
1689264662-3325,https://propiedades.com/guadalajara/casas-venta?pagina=12,3337420,null,null,null,Puerto De Todos Los Santos,44320,Monumental,Guadalajara,Jalisco,México
1689264662-3326,https://propiedades.com/guadalajara/casas-venta?pagina=12,3994640,null,null,null,Pridencia 47  Y 43,44240,Estadio,Guadalajara,Jalisco,México
1689264662-3327,https://propiedades.com/guadalajara/casas-venta?pagina=12,3994640,null,null,null,Pridencia 47  Y 43,44240,Estadio,Guadalajara,Jalisco,México
1689264662-3328,https://propiedades.com/guadalajara/casas-venta?pagina=12,4203380,null,null,null,Av Chapultepec,44160,Americana,Guadalajara,Jalisco,México
1689264662-3329,https://propiedades.com/guadalajara/casas-venta?pagina=12,4203380,null,null,null,Av Chapultepec,44160,Americana,Guadalajara,Jalisco,México
1689264662-3330,https://propiedades.com/guadalajara/casas-venta?pagina=12,6973460,null,null,null,Circuito Turquesa,44550,Verde Valle,Guadalajara,Jalisco,México
1689264662-3331,https://propiedades.com/guadalajara/casas-venta?pagina=12,6973460,null,null,null,Circuito Turquesa,44550,Verde Valle,Guadalajara,Jalisco,México
1689264662-3332,https://propiedades.com/guadalajara/casas-venta?pagina=12,2746840,null,null,null,Monte Himalaya,44340,Independencia Oriente,Guadalajara,Jalisco,México
1689264662-3333,https://propiedades.com/guadalajara/casas-venta?pagina=12,2746840,null,null,null,Monte Himalaya,44340,Independencia Oriente,Guadalajara,Jalisco,México
1689264662-3334,https://propiedades.com/guadalajara/casas-venta?pagina=12,3390180,null,null,null,Antonio Correa 2019,44220,Guadalupana Sur,Guadalajara,Jalisco,México
1689264662-3335,https://propiedades.com/guadalajara/casas-venta?pagina=12,3390180,null,null,null,Antonio Correa 2019,44220,Guadalupana Sur,Guadalajara,Jalisco,México
1689264662-3336,https://propiedades.com/guadalajara/casas-venta?pagina=12,9194840,null,null,null,Victoria,44630,Circunvalación Américas,Guadalajara,Jalisco,México
1689264669-3337,https://propiedades.com/guadalajara/casas-venta?pagina=11,1672051,4,2,320,Formosa 1759 Chapultepec Country 44620,44620,Chapultepec Country,Guadalajara,Jalisco,México
1689264669-3338,https://propiedades.com/guadalajara/casas-venta?pagina=11,1672051,4,2,320,Formosa 1759 Chapultepec Country 44620,44620,Chapultepec Country,Guadalajara,Jalisco,México
1689264669-3339,https://propiedades.com/guadalajara/casas-venta?pagina=11,1672051,4,2,320,Formosa 1759 Chapultepec Country 44620,44620,Chapultepec Country,Guadalajara,Jalisco,México
1689264669-3340,https://propiedades.com/guadalajara/casas-venta?pagina=11,1672051,4,2,320,Formosa 1759 Chapultepec Country 44620,44620,Chapultepec Country,Guadalajara,Jalisco,México
1689264669-3341,https://propiedades.com/guadalajara/casas-venta?pagina=11,1672051,4,2,320,Formosa 1759 Chapultepec Country 44620,44620,Chapultepec Country,Guadalajara,Jalisco,México
1689264669-3342,https://propiedades.com/guadalajara/casas-venta?pagina=11,15095360,null,null,157,Rio Turbio No. 1341 Mz. 656 Lt. 43,44890,Jardines Del Rosario,Guadalajara,Jalisco,México
1689264669-3343,https://propiedades.com/guadalajara/casas-venta?pagina=11,15095360,null,null,157,Rio Turbio No. 1341 Mz. 656 Lt. 43,44890,Jardines Del Rosario,Guadalajara,Jalisco,México
1689264669-3344,https://propiedades.com/guadalajara/casas-venta?pagina=11,4460960,null,null,264,Jesus Garcia No. 355,44270,Alcalde Barranquitas,Guadalajara,Jalisco,México
1689264669-3345,https://propiedades.com/guadalajara/casas-venta?pagina=11,4460960,null,null,264,Jesus Garcia No. 355,44270,Alcalde Barranquitas,Guadalajara,Jalisco,México
1689264669-3346,https://propiedades.com/guadalajara/casas-venta?pagina=11,38279360,null,null,264,Jesus Garcia No. 355,44270,Alcalde Barranquitas,Guadalajara,Jalisco,México
1689264669-3347,https://propiedades.com/guadalajara/casas-venta?pagina=11,38279360,null,null,264,Jesus Garcia No. 355,44270,Alcalde Barranquitas,Guadalajara,Jalisco,México
1689264669-3348,https://propiedades.com/guadalajara/casas-venta?pagina=11,1646100,null,null,349,Rio Jamapo No. 1085,44870,Atlas,Guadalajara,Jalisco,México
1689264669-3349,https://propiedades.com/guadalajara/casas-venta?pagina=11,1646100,null,null,349,Rio Jamapo No. 1085,44870,Atlas,Guadalajara,Jalisco,México
1689264669-3350,https://propiedades.com/guadalajara/casas-venta?pagina=11,396813,4,3,250,null,44258,Colonial Independencia,Guadalajara,Jalisco,México
1689264669-3351,https://propiedades.com/guadalajara/casas-venta?pagina=11,9980000,4,4,null,"Providencia, Guadalajara, Jalisco",44660,Colomos Providencia,Guadalajara,Jalisco,México
1689264669-3352,https://propiedades.com/guadalajara/casas-venta?pagina=11,2178803,null,null,null,Gonzalo Curiel,44240,Residencial San Elias,Guadalajara,Jalisco,México
1689264669-3353,https://propiedades.com/guadalajara/casas-venta?pagina=11,2178803,null,null,null,Gonzalo Curiel,44240,Residencial San Elias,Guadalajara,Jalisco,México
1689264669-3354,https://propiedades.com/guadalajara/casas-venta?pagina=11,2048320,null,null,null,Colon,44768,Joaquín Aarón,Guadalajara,Jalisco,México
1689264669-3355,https://propiedades.com/guadalajara/casas-venta?pagina=11,2048320,null,null,null,Colon,44768,Joaquín Aarón,Guadalajara,Jalisco,México
1689264669-3356,https://propiedades.com/guadalajara/casas-venta?pagina=11,4019268,null,null,null,C Esmirna,44750,Libertad,Guadalajara,Jalisco,México
1689264669-3357,https://propiedades.com/guadalajara/casas-venta?pagina=11,4019268,null,null,null,C Esmirna,44750,Libertad,Guadalajara,Jalisco,México
1689264669-3358,https://propiedades.com/guadalajara/casas-venta?pagina=11,1454677,null,null,null,Av Rcda De Los Pinos,44240,Residencial San Elias,Guadalajara,Jalisco,México
1689264669-3359,https://propiedades.com/guadalajara/casas-venta?pagina=11,1454677,null,null,null,Av Rcda De Los Pinos,44240,Residencial San Elias,Guadalajara,Jalisco,México
1689264669-3360,https://propiedades.com/guadalajara/casas-venta?pagina=11,3318298,null,null,null,Salvador Lopez Chavez,44990,Miravalle,Guadalajara,Jalisco,México
1689264677-3361,https://propiedades.com/guadalajara/casas-venta?pagina=10,3500000,4,4,106,Puebla,44200,Artesanos,Guadalajara,Jalisco,México
1689264677-3362,https://propiedades.com/guadalajara/casas-venta?pagina=10,3750000,3,3,null,"Mezquitan Country, Guadalajara, Jalisco",44260,Mezquitan Country,Guadalajara,Jalisco,México
1689264677-3363,https://propiedades.com/guadalajara/casas-venta?pagina=10,334300,3,2,140,SAMUEL RAMOS #0,44290,Independencia,Guadalajara,Jalisco,México
1689264677-3364,https://propiedades.com/guadalajara/casas-venta?pagina=10,1790000,5,2,188,JOSE ARRESE,44970,5 de mayo,Guadalajara,Jalisco,México
1689264677-3365,https://propiedades.com/guadalajara/casas-venta?pagina=10,9500000,14,5,527,"Guadalajara Centro, Guadalajara, Jalisco, 44100",44100,Guadalajara Centro,Guadalajara,Jalisco,México
1689264677-3366,https://propiedades.com/guadalajara/casas-venta?pagina=10,2960000,2,1,126,null,44330,Circunvalación Belisario,Guadalajara,Jalisco,México
1689264677-3367,https://propiedades.com/guadalajara/casas-venta?pagina=10,3395000,3,2,90,null,44540,Bosques de La Victoria,Guadalajara,Jalisco,México
1689264677-3368,https://propiedades.com/guadalajara/casas-venta?pagina=10,995000,2,1,90,null,44220,Guadalupana Sur,Guadalajara,Jalisco,México
1689264677-3369,https://propiedades.com/guadalajara/casas-venta?pagina=10,1590000,3,2,90,null,44270,Alcalde Barranquitas,Guadalajara,Jalisco,México
1689264677-3370,https://propiedades.com/guadalajara/casas-venta?pagina=10,2149142,3,2,90,null,44270,Alcalde Barranquitas,Guadalajara,Jalisco,México
1689264677-3371,https://propiedades.com/guadalajara/casas-venta?pagina=10,1200000,3,2,179,null,44860,Jardines de La Paz Norte,Guadalajara,Jalisco,México
1689264677-3372,https://propiedades.com/guadalajara/casas-venta?pagina=10,389945,3,1,130,SAMUEL RAMOS #0,44290,Independencia,Guadalajara,Jalisco,México
1689264677-3373,https://propiedades.com/guadalajara/casas-venta?pagina=10,2300000,4,4,132,Balbino Dávalos #-,44280,El Retiro,Guadalajara,Jalisco,México
1689264677-3374,https://propiedades.com/guadalajara/casas-venta?pagina=10,3950000,2,null,240,"Mezquitan Country, Guadalajara, Jalisco",44260,Mezquitan Country,Guadalajara,Jalisco,México
1689264677-3375,https://propiedades.com/guadalajara/casas-venta?pagina=10,7990000,4,3,301,"Jardines del Bosque Norte, Guadalajara, Jalisco",44520,Jardines del Bosque Norte,Guadalajara,Jalisco,México
1689264677-3376,https://propiedades.com/guadalajara/casas-venta?pagina=10,1388000,2,1,57,"Vistas del Nilo, Guadalajara, Jalisco",44828,Vistas del Nilo,Guadalajara,Jalisco,México
1689264677-3377,https://propiedades.com/guadalajara/casas-venta?pagina=10,3900000,null,null,169,estoril,44230,Autocinema,Guadalajara,Jalisco,México
1689264677-3378,https://propiedades.com/guadalajara/casas-venta?pagina=10,2200000,2,1,null,Medrano,44400,La Divina Providencia,Guadalajara,Jalisco,México
1689264677-3379,https://propiedades.com/guadalajara/casas-venta?pagina=10,5000000,6,2,236,"Jardines Alcalde, Guadalajara, Jalisco",44298,Jardines Alcalde,Guadalajara,Jalisco,México
1689264677-3380,https://propiedades.com/guadalajara/casas-venta?pagina=10,2990000,2,1,250,null,44870,Atlas,Guadalajara,Jalisco,México
1689264677-3381,https://propiedades.com/guadalajara/casas-venta?pagina=10,637730,3,2,126,Nicolas Regules 17 #SIN,44180,Mexicaltzingo,Guadalajara,Jalisco,México
1689264677-3382,https://propiedades.com/guadalajara/casas-venta?pagina=10,16000000,3,3,null,"Americana, Guadalajara, Jalisco",44160,Americana,Guadalajara,Jalisco,México
1689264677-3383,https://propiedades.com/guadalajara/casas-venta?pagina=10,9900000,6,3,361,Reforma,44680,Residencial Juan Manuel,Guadalajara,Jalisco,México
1689264677-3384,https://propiedades.com/guadalajara/casas-venta?pagina=10,18500000,null,null,null,"Tetlán, Guadalajara, Jalisco, 44820",44820,Tetlán,Guadalajara,Jalisco,México
1689264684-3385,https://propiedades.com/guadalajara/casas-venta?pagina=9,750000,4,3,230,la condesa #0,44750,Libertad,Guadalajara,Jalisco,México
1689264684-3386,https://propiedades.com/guadalajara/casas-venta?pagina=9,12000000,4,3,380,Jardines de los Arcos #.,44500,Jardines de los Arcos,Guadalajara,Jalisco,México
1689264684-3387,https://propiedades.com/guadalajara/casas-venta?pagina=9,736551,3,3,266,Av. Joaquín Amaro #0,44720,Balcones de Oblatos,Guadalajara,Jalisco,México
1689264684-3388,https://propiedades.com/guadalajara/casas-venta?pagina=9,3490000,3,2,null,"San Juan Bosco, Guadalajara, Jalisco",44730,San Juan Bosco,Guadalajara,Jalisco,México
1689264684-3389,https://propiedades.com/guadalajara/casas-venta?pagina=9,4600000,4,3,182,Zaragoza,44100,Guadalajara Centro,Guadalajara,Jalisco,México
1689264684-3390,https://propiedades.com/guadalajara/casas-venta?pagina=9,2350000,1,1,56,"Chapultepec Country, Guadalajara, Jalisco",44620,Chapultepec Country,Guadalajara,Jalisco,México
1689264684-3391,https://propiedades.com/guadalajara/casas-venta?pagina=9,736551,3,3,266,Av. Joaquín Amaro #00,44720,Balcones de Oblatos,Guadalajara,Jalisco,México
1689264684-3392,https://propiedades.com/guadalajara/casas-venta?pagina=9,7000000,6,4,430,"Independencia Oriente, Guadalajara, Jalisco",44340,Independencia Oriente,Guadalajara,Jalisco,México
1689264684-3393,https://propiedades.com/guadalajara/casas-venta?pagina=9,2700000,3,2,260,Mar rojo,44260,Mezquitan,Guadalajara,Jalisco,México
1689264684-3394,https://propiedades.com/guadalajara/casas-venta?pagina=9,8980000,4,3,433,universo,44520,Jardines del Bosque Centro,Guadalajara,Jalisco,México
1689264684-3395,https://propiedades.com/guadalajara/casas-venta?pagina=9,750000,3,1,86,Gigantes,44700,Oblatos,Guadalajara,Jalisco,México
1689264684-3396,https://propiedades.com/guadalajara/casas-venta?pagina=9,1980000,4,2,200,HACIENDA SAN ANDRES,44700,Oblatos,Guadalajara,Jalisco,México
1689264684-3397,https://propiedades.com/guadalajara/casas-venta?pagina=9,12000000,4,3,380,"Jardines de los Arcos, Guadalajara, Jalisco",44500,Jardines de los Arcos,Guadalajara,Jalisco,México
1689264684-3398,https://propiedades.com/guadalajara/casas-venta?pagina=9,1900000,3,2,null,Juan Diaz Covarrubias,44360,La Perla,Guadalajara,Jalisco,México
1689264684-3399,https://propiedades.com/guadalajara/casas-venta?pagina=9,6950000,3,3,287,puerto yavaros,44320,Monumental,Guadalajara,Jalisco,México
1689264684-3400,https://propiedades.com/guadalajara/casas-venta?pagina=9,1650000,4,2,117,Porfirio Diaz,44700,Oblatos,Guadalajara,Jalisco,México
1689264684-3401,https://propiedades.com/guadalajara/casas-venta?pagina=9,2350000,2,1,63,isla cancun,44950,Jardines de La Cruz 1a. Sección,Guadalajara,Jalisco,México
1689264684-3402,https://propiedades.com/guadalajara/casas-venta?pagina=9,2090000,2,1,70,Eutimio Pinzón,44240,Lomas de Independencia,Guadalajara,Jalisco,México
1689264684-3403,https://propiedades.com/guadalajara/casas-venta?pagina=9,7500000,4,2,347,la villa,44500,Residencial Chapalita,Guadalajara,Jalisco,México
1689264684-3404,https://propiedades.com/guadalajara/casas-venta?pagina=9,11600000,5,4,322,Av. Union,44140,Obrera Centro,Guadalajara,Jalisco,México
1689264684-3405,https://propiedades.com/guadalajara/casas-venta?pagina=9,2300000,1,2,159,polanquito,44969,Polanquito,Guadalajara,Jalisco,México
1689264684-3406,https://propiedades.com/guadalajara/casas-venta?pagina=9,2524245,3,2,89,Aquiles Serdán,44360,La Perla,Guadalajara,Jalisco,México
1689264684-3407,https://propiedades.com/guadalajara/casas-venta?pagina=9,2195000,6,2,197,Linda Vista,44800,Magaña,Guadalajara,Jalisco,México
1689264684-3408,https://propiedades.com/guadalajara/casas-venta?pagina=9,11800000,6,6,null,TURQUESA,44560,Fraccionamiento Residencial Victoria,Guadalajara,Jalisco,México
1689264692-3409,https://propiedades.com/guadalajara/casas-venta?pagina=8,2300000,3,1,196,Garbanzo,44470,La Nogalera,Guadalajara,Jalisco,México
1689264692-3410,https://propiedades.com/guadalajara/casas-venta?pagina=8,10500000,4,3,545,"Jardines del Bosque Norte, Guadalajara, Jalisco",44520,Jardines del Bosque Norte,Guadalajara,Jalisco,México
1689264692-3411,https://propiedades.com/guadalajara/casas-venta?pagina=8,12500000,4,3,394,Napoleon,44689,Terranova,Guadalajara,Jalisco,México
1689264692-3412,https://propiedades.com/guadalajara/casas-venta?pagina=8,9000000,3,4,437,Monza #.,44648,Italia Providencia,Guadalajara,Jalisco,México
1689264692-3413,https://propiedades.com/guadalajara/casas-venta?pagina=8,3455000,4,3,153,adamar,44840,Ciudad Universitaria,Guadalajara,Jalisco,México
1689264692-3414,https://propiedades.com/guadalajara/casas-venta?pagina=8,4990000,4,4,250,Av. Circunvalación Oblatos 1143 #0,44330,Circunvalación Belisario,Guadalajara,Jalisco,México
1689264692-3415,https://propiedades.com/guadalajara/casas-venta?pagina=8,1250000,3,3,160,PRESA DE LA ZURDA #0,44770,Lagos de Oriente,Guadalajara,Jalisco,México
1689264692-3416,https://propiedades.com/guadalajara/casas-venta?pagina=8,1750000,4,2,133,Marcelino Velasco #0,44820,Tetlán I,Guadalajara,Jalisco,México
1689264692-3417,https://propiedades.com/guadalajara/casas-venta?pagina=8,2850000,3,1,210,Los Alpes,44320,Belisario Domínguez,Guadalajara,Jalisco,México
1689264692-3418,https://propiedades.com/guadalajara/casas-venta?pagina=8,825000,5,2,415,ANTONIO ENRÍQUEZ #000,44750,Libertad,Guadalajara,Jalisco,México
1689264692-3419,https://propiedades.com/guadalajara/casas-venta?pagina=8,9595000,9,4,534,AV. DE LOS CIENTIFICOS,44298,Jardines Alcalde,Guadalajara,Jalisco,México
1689264692-3420,https://propiedades.com/guadalajara/casas-venta?pagina=8,410000,3,3,250,tierra de unicornios #188,44990,Terralta,Guadalajara,Jalisco,México
1689264692-3421,https://propiedades.com/guadalajara/casas-venta?pagina=8,750000,4,3,230,La Condesa #1771,44210,Jardines del Country,Guadalajara,Jalisco,México
1689264692-3422,https://propiedades.com/guadalajara/casas-venta?pagina=8,850000,5,3,250,Antonio Enriquez #316,44750,Libertad,Guadalajara,Jalisco,México
1689264692-3423,https://propiedades.com/guadalajara/casas-venta?pagina=8,4550000,4,3,340,Calle Sierra Leona 1873 #1873,44290,Independencia,Guadalajara,Jalisco,México
1689264692-3424,https://propiedades.com/guadalajara/casas-venta?pagina=8,1850000,4,3,320,Puerto de todos los Santos #377,44320,Monumental,Guadalajara,Jalisco,México
1689264692-3425,https://propiedades.com/guadalajara/casas-venta?pagina=8,2960000,2,1,116,BELISARIO #001,44330,Circunvalación Belisario,Guadalajara,Jalisco,México
1689264692-3426,https://propiedades.com/guadalajara/casas-venta?pagina=8,66500000,4,8,700,null,44660,Colinas de San Javier,Guadalajara,Jalisco,México
1689264692-3427,https://propiedades.com/guadalajara/casas-venta?pagina=8,6500000,4,2,253,null,44210,Jardines del Country,Guadalajara,Jalisco,México
1689264692-3428,https://propiedades.com/guadalajara/casas-venta?pagina=8,3400000,5,2,123,RIO TIZAPAN,44870,Atlas,Guadalajara,Jalisco,México
1689264692-3429,https://propiedades.com/guadalajara/casas-venta?pagina=8,3400000,3,2,109,RIO ATENGUILLO,44870,Atlas,Guadalajara,Jalisco,México
1689264692-3430,https://propiedades.com/guadalajara/casas-venta?pagina=8,6800000,4,3,321,Islote,44540,Bosques de La Victoria,Guadalajara,Jalisco,México
1689264692-3431,https://propiedades.com/guadalajara/casas-venta?pagina=8,841200,3,3,154,Avenida Faro #000,44540,Bosques de La Victoria,Guadalajara,Jalisco,México
1689264692-3432,https://propiedades.com/guadalajara/casas-venta?pagina=8,1900000,4,3,320,Puerto de Todos los Santos #00,44320,Monumental,Guadalajara,Jalisco,México
1689264699-3433,https://propiedades.com/guadalajara/casas-venta?pagina=7,8500000,4,3,366,Avenida Union #575,44190,Moderna,Guadalajara,Jalisco,México
1689264699-3434,https://propiedades.com/guadalajara/casas-venta?pagina=7,550000,4,4,210,AVENIDA DEL FARO #2963,44540,Bosques de La Victoria,Guadalajara,Jalisco,México
1689264699-3435,https://propiedades.com/guadalajara/casas-venta?pagina=7,750000,4,2,250,BRUNO MORENO #789,44298,Jardines Alcalde,Guadalajara,Jalisco,México
1689264699-3436,https://propiedades.com/guadalajara/casas-venta?pagina=7,5200000,5,5,400,Federación #379,44360,La Perla,Guadalajara,Jalisco,México
1689264699-3437,https://propiedades.com/guadalajara/casas-venta?pagina=7,9250000,3,4,330,La Guaira #2912,44660,Colomos Providencia,Guadalajara,Jalisco,México
1689264699-3438,https://propiedades.com/guadalajara/casas-venta?pagina=7,12990000,4,5,664,Santa Maria #2470,44690,Vallarta Norte,Guadalajara,Jalisco,México
1689264699-3439,https://propiedades.com/guadalajara/casas-venta?pagina=7,1850000,5,3,163,Guillermo Chavez #798,44250,Lomas del Paraíso 1a. Sección,Guadalajara,Jalisco,México
1689264699-3440,https://propiedades.com/guadalajara/casas-venta?pagina=7,4990000,6,2,null,Alpes,44340,Independencia Oriente,Guadalajara,Jalisco,México
1689264699-3441,https://propiedades.com/guadalajara/casas-venta?pagina=7,10800000,3,3,314,C. Joaquín Angulo,44600,Ladrón de Guevara,Guadalajara,Jalisco,México
